PM25,PM10,CO,NO,NO2,NOx,O3,PH_RAIN,RAINFALL,RH,SO2,TEMP,UVB,WIND_DIREC,WIND_SPEED
25,27,0.22,2.39,10.57,12.97,27.1,0,0,79.585,1.6,17.005,2.4,57.4,8.57
24,31,0.19,1.72,7.97,9.68,35.8,0,0,76.73,1.2,17.04,1.4,45.63,8.72
22,29,0.19,1.06,7.53,8.58,36.6,0,0,76.01,1.2,16.83,0.3,54.02,8.4
25,29,0.21,0.6,9.6,10.2,35.2,0,0,78.77,0.9,16.06,0,50.63,7.66
22,31,0.18,0.43,6.95,7.38,38.7,0,0,75.2,0.7,16.16,0,45.1,6.92
18,26,0.16,0.23,6.17,6.4,40.8,0,0,72.88,0.6,16.41,0,47.6,6.865
13,26,0.16,0.53,5.56,6.09,41,0,0,70.8,0.65,16.64,0,46.085,6.4675
13,33,0.16,0.48,5.54,6.01,40.7,0,0,67.83,0.7,16.45,0,44.57,6.07
13,38,0.16,0.46,5.59,6.05,41.2,0,0,74.85,0.7,15.83,0,42.52,5.845
14,35,0.16,0.26,4.77,5.03,45.8,0,0,75.98,0.7,15.47,0,39.28,5.62
20,34,0.17,0.54,5.45,5.98,43.9,0,0,75.61,0.9,15.21,0,35.07,4.34
20,35,0.16,0.28,3.41,3.69,40.1,0,0,78.32,1.4,14.55,0,31.78,4.36
13,39,0.16,0.15,2.25,2.4,41.45,0,0,78.64,1.3,14.35,0,28.49,3.73
11,42,0.17,0.23,2.07,5.295,40.225,0,0,81.04,1.3,13.93,0,27.885,3.1
15,42,0.16,0.32,4.37,6.0975,39,0,0,82.62,1.2,13.68,0,27.28,4.29
13,39,0.17,0.23,6.67,6.9,32.2,0,0,84.15,1.3,13.15,0,31.5325,3.66
8,40,0.19,0.41,6.46,8.87,29.7,0,0,84.36,1.3,13.01,0.1,33.35625,3.94
11,46,0.23,0.65,6.25,7.455,33.9,0,0,81.6,1.7,14.04,0.8,35.18,4.22
16,54,0.27,1.1,4.93,6.04,37.2,0,0,75.03,2.2,15.89,2.3,41.8,5.32
15,60,0.29,1.86,6.01,7.88,37.5,0,0,69.2,2.4,17.74,4.6,44.02,3.44
16,62,0.28,1.32,5.12,6.43,43.2,0,0,62.15,2.6,19.73,6.7,50.74,4.47
22,65,0.3,1.18,6.12,7.3,49.3,0,0,56.23,3,21.19,7.5,55.93,3.46
28,73,0.31,1.13,7.59,8.71,56.6,0,0,51.13,3.2,22.91,6.9,52.63,2.83
24,79,0.31,0.88,7.37,8.25,58,0,0,49.47,3.1,22.7,5.1,60.68,4.82
21,84,0.32,0.97,9.36,10.32,53.6,0,0,53.4,2.8,21.38,2.4,54.01,4.8
28,87,0.31,1.11,10.43,11.54,47.1,0,0,56.46,2.7,20.81,1.3,41.95,4.24
36,81,0.34,1.09,14.29,15.38,36.3,0,0,61.64,2.5,19.8,0.3,34.28,3.66
36,77,0.32,0.53,11.29,11.82,34.9,0,0,68.89,2.2,17.64,0,28.2,3.14
30,77,0.31,0.4,8.6,9,32.9,0,0,73.25,1.9,16.45,0,32.88,2.93
25,73,0.31,0.11,8.82,8.93,30.65,0,0,74.7,1.9,15.71,0,18.41,3.42
23,68,0.3,-0.05,9.8,9.75,28.4,0,0,76.72,1.8,15.05,0,13.515,2.05
22,62,0.31,0.42,8.79,9.22,23.5,0,0,80.32,1.5,14.52,0,8.62,0.52
25,61,0.33,0.59,11.85,12.43,28.1,0,0,83.01,1.8,14.03,0,201.49,0.52
22,71,0.43,0.25,13.13,13.38,24.5,0,0,84.8,2.1,14.17,0,39.82,0.5
18,94,0.74,24.18,32.97,57.15,6.7,0,0,87.63,3.3,14.31,0,244.1,0.97
22,68,0.48,0.52,17.43,17.95,31.2,0,0,87.49,3,15.16,0,226.335,0.97
23,66.5,0.33,0.42,19.01,19.43,27.8,0,0,82.75,2.9,16.07,0,208.57,0.97
20,65,0.26,0.16,6.13,6.28,28.65,0,0,78.78,2,16.17,0,240.515,0.72
18,50,0.23,0.61,11.97,6.505,29.5,0,0,75.74,2,16.01,0,272.46,0.745
20,40,0.22,0.5,6.23,6.73,32.2,0,0,79.55,1.7,14.87,0,128.6675,0.77
16,43,0.21,0.35,9.355,4.81,32.1,0,0,83.26,1.6,14.18,0.1,72.74375,1.07
12,40,0.24,1.16,8.0475,6.695,29.2,0,0,86.97,1.6,14.45,0.7,16.82,1.395
13,46,0.25,1.84,6.74,8.58,45.5,0,0,73.275,2.1,18.35,2.3,152.905,1.72
13,60,0.31,4.4,12.53,16.93,43.6,0,0,59.58,3.2,21.21,4.4,288.99,2.75
19,70,0.31,2.09,9.71,11.8,51.8,0,0,58.58,3.7,21.65,6.3,341.28,2.84
26,72,0.27,1.52,7.94,9.46,56.9,0,0,58.12,3.4,22.28,7.2,26.51,3
25,71,0.28,1.36,8.44,9.8,63.1,0,0,57.05,3.2,22.85,6.8,64.07,4.29
23,72,0.28,1.07,7.61,8.67,73.7,0,0,55.43,3.1,22.82,5.5,46.42,3.99
22,75,0.3,0.8,8.34,9.15,76.8,0,0,54.07,3.4,22.77,3.3,49.45,3.61
22,84,0.34,0.91,12.9,13.81,78.8,0,0,58.12,4.1,22.72,1.3,39.97,3.46
20,84,0.3,0.85,13.15,14,59.7,0,0,66.06,4.1,21.44,0.3,41.73,2.56
26,89,0.46,0.75,19.5,20.25,38.6,0,0,75.46,3.8,19.56,0,35.3,1.98
26,95,0.54,0.76,26.45,27.2,21.2,0,0,81.16,2.7,18.02,0,118.345,1.38
11,84,0.5,2.18,23.76,25.94,15.6,0,0,84.76,2.1,16.91,0,116.01,0.78
11,71,0.32,0.67,11.43,12.1,25.4,0,0,84.88,1.9,17.21,0,156.365,0.9
20,65,0.34,0.74,12.89,13.63,25.7,0,0,81.88,2.5,18,0,196.72,1.43
19,67,0.37,0.78,12.36,13.14,31.1,0,0,81.26,2.6,17.85,0,203.52,0.93
17,73,0.44,0.45,10.7,11.15,34.2,0,0,81.7,2.6,17.44,0,185.4,0.9
20,94,0.42,0.25,10.08,10.33,39.8,0,0,84.47,3.3,16.81,0,177.92,0.97
22,97,0.38,0.67,7.64,8.32,40.9,0,0,82.39,2.2,17.55,0,200.75,1.06
22,100,0.37,0.57,6.36,6.93,45.25,0,0,80.34,1.9,17.48,0,223.58,0.66
27,99,0.35,0.85,6.6,7.45,47.975,0,0,81.06,2.2,16.99,0,212.685,1
26,103,0.35,0.82,6.62,7.44,50.7,0,0,81.45,2,16.51,0,201.79,1.01
23,94,0.35,0.97,7.86,8.88,46.7,0,0,84.35,2.1,15.77,0,129.6525,0.92
27,87,0.36,1.38,13.53,10.32,44.2,0,0,84.39,1.8,15.94,0.1,88.13625,0.98
28,82,0.49,4.695,16.985,19.39,26.2,0,0,82.32,1.5,17.06,0.6,46.62,1.36
33,77,0.44,8.01,20.44,28.46,25.6,0,0,77.36,1.8,18.4,1.8,45.64,1.74
35,93,0.45,4.6,18.34,22.94,40.1,0,0,72.4,4.2,19.74,4.2,44.66,2.68
34,99,0.37,2.41,9.24,11.65,60.2,0,0,63.08,3.5,21.72,6.7,59.87,1.53
35,73,0.27,1.74,4.65,6.39,63.1,0,0,39.11,1.8,25.43,7.7,200.18,2.16
38,60,0.305,1.585,7.51,9.095,72.9,0,0,46.91,2.6,24.765,5.5,113.14,2.34
40,78,0.34,1.43,10.37,11.8,82.7,0,0,54.71,3.4,24.1,3.3,26.1,2.52
42,95,0.38,1.57,10.99,12.55,86.6,0,0,60.795,3.8,22.91,2.2,30.87,3.51
41,92,0.34,1.48,15.43,16.91,66.3,0,0,66.88,3.6,21.72,0.9,32.58,2.21
39,105,0.49,1.44,22.48,23.92,55.3,0,0,69.21,3.8,20.78,0.2,32.83,1.81
35,117,0.56,1.07,26.02,27.09,38.5,0,0,75.67,4,19.7,0,26.09,1.52
35,100,0.59,1.15,27.65,28.8,22.6,0,0,80.42,2.7,18.85,0,32.46,0.99
38,87,0.51,1.11,23.08,24.19,22.9,0,0,82.61,1.9,18.22,0,36.52,0.46
37,70,0.38,1.48,13.3,14.78,30,0,0,79.91,1.7,18.31,0,87.31,0.56
36,61,0.44,4.23,23.76,27.99,22.4,0,0,78.38,2,18.25,0,138.1,0.51
34,66,0.52,4.43,37.02,41.45,12.5,0,0,78.28,2.5,17.81,0,152.07,0.59
42,71,0.45,1.9,24,25.89,22.7,0,0,80.62,2.3,17.49,0,209.14,0.46
59,87,0.46,2.49,21.04,23.54,22.5,0,0,81.93,2.4,17.99,0,181.62,1.2
67,117,0.6,2.04,30.32,32.36,9.2,0,0,82.94,5.1,17.95,0,121.09,0.97
56,90.5,0.6,2.56,35.52,38.08,3.2,0,0,86.75,5.1,17.77,0,60.56,1.19
39,113.5,0.61,3.775,27.67,28.15,2.4,0,0,88.57,5.1,17.69,0,42.305,1.41
31,111.75,0.59,2.805,26.345,19.195,3,0,0,89.56,3.7,17.12,0,24.05,1.24
29,110,0.55,2.84,25.02,26.465,2.2,0,0,90.75,2.6,16.24,0,40.3725,1.07
29,90,0.48,2.9625,19.0375,17.0225,4.8,0,0,91.67,2,15.91,0.1,39.40625,2.06
28,79,0.41,3.04125,15.38375,15.93625,15.4,0,0,92.42,2.5,16.95,0.4,38.44,2.97
31,73,0.31,3.12,11.73,14.85,25.7,0,0,90.52,2.5,18.255,1.5,34.78,3.83
36,66,0.27,3.37,11.55,14.92,33.8,0,0,82.72,2.4,19.56,3.2,31.12,3.84
43,65,0.29,3.46,10.44,13.9,38.6,0,0,80.26,2.2,20.15,4.9,23.34,2.94
45,66,0.29,2.56,8.91,11.47,47.5,0,0,73.24,2.2,21.74,5.9,354.56,4.17
45,65,0.27,2.18,7.27,9.45,47.1,0,0,78.21,1.6,20.75,5.4,29.75,4.07
44,60,0.25,1.69,5.65,7.34,50.8,0,0,76.71,1.4,20.59,4.1,47,5.51
49,54,0.25,1.92,7.03,8.95,47.8,0,0,77.695,1.6,20.43,2.3,29.97,4.39
61,59,0.28,1.93,9.88,11.81,46.2,0,0,78.68,1.7,20.27,1.1,60.3,3.78
54,64,0.29,1.38,10.8,12.17,43.2,0,0,82.88,1.7,19.23,0.2,40.43,3.19
52,61,0.31,1.14,12.55,13.69,38.6,0,0,86.68,1.8,18.24,0,40.96,3.99
62,55,0.27,1.01,10.56,11.57,38.7,0,0,88.97,1.4,17.89,0,37.82,2.92
60,49,0.28,0.98,13.28,14.26,31.6,0,0,90.06,1.7,17.86,0,37.37,2.785
49,48,0.24,1.07,11.27,12.34,31.35,0,0,90.28,1.9,17.98,0,35.575,2.65
39,48,0.23,1.13,11.24,12.37,31.1,0,0,90.27,1.7,17.97,0,33.78,2.375
41,46,0.22,0.88,9.32,10.2,32.9,0,0,90.09,1.8,17.87,0,38.03,2.1
51,45,0.22,0.91,9.02,9.92,31.3,0,0,90.38,1.8,17.74,0,43.09,1.57
68,44,0.22,1.31,11.1,12.42,24.6,0,0,90.56,1.7,17.48,0,303.61,0.87
74,45,0.25,10.4,23.95,34.35,17.4,0,0,90.18,1.6,17.29,0,166.255,1.375
71,42,0.24,1.49,17.35,18.84,10.2,0,0,90.49,1.5,16.98,0,28.9,1.2775
75,38,0.22,1.61,14.815,16.93,13.8,0,0,91.69,1.5,16.99,0,30.945,1.18
72,42,0.22,1.59,10.2475,15.02,17.4,0,0,91.97,1.5,17.19,0,32.99,1.25
67,44,0.21,1.53,5.68,7.21,26.3,0,0,92.03,1.4,17.11,0,32.1625,1.57
67,42,0.21,1.64,7.72875,6.715,25.8,0,0,92.28,1.4,16.95,0.1,32.77125,2.41
62,43,0.23,2.065,6.469375,6.22,26.1,0,0,92.78,1.6,17.17,0.5,33.38,2.64
57,49,0.25,2.49,5.21,7.7,32.1,0,0,88.75,2,18.02,1.8,37.8,3.38
64,55,0.28,3.78,9.77,13.55,32.5,0,0,84.72,2.2,18.95,3.1,42.22,4.56
63,56,0.29,5.17,11.92,17.09,34,0,0,81.85,2.3,19.55,4.8,44.6,5.27
42,51,0.27,4.1,10.78,14.88,36.9,0,0,81.11,2.6,19.54,5.2,55.43,5.89
28,45,0.25,3.95,8.52,12.47,42.3,0,0,76.66,2.3,20.36,5.7,48.69,3.16
43,42,0.25,3.21,7.31,10.52,48.2,0,0,68.95,2,22.03,4.6,59.1,3.45
58,46,0.28,2.58,9.64,12.23,55.5,0,0,74.38,2.2,22.04,2.7,49.47,6.46
59,46,0.24,2.57,10.12,12.68,45.1,0,0,79.81,2.4,19.69,1,40.37,4.4
77,42,0.27,2.05,7.91,9.96,46.8,0,0,81.29,2.1,19.32,0.3,36.63,3.74
82,44,0.36,1.84,22.57,24.42,25.7,0,0,85.55,3.1,18.14,0,38.35,4.76
71,49,0.34,1.77,20.62,22.39,25.8,0,0,87.14,2.6,17.48,0,33.97,5.78
70,45,0.34,1.62,18.8,20.42,25.05,0,0,88.62,2.2,16.78,0,29.59,4.53
55,40,0.32,1.64,14.08,15.72,24.3,0,0,90.41,2,16.23,0,33.82,4.415
41,46,0.34,1.58,13.9,15.49,21.1,0,0,91.8,2.3,15.92,0,38.05,4.3
41,50,0.32,1.62,12.48,14.1,23.6,0,0,92.2,2.3,15.75,0,32.77,4.38
43,40,0.29,1.53,8.74,10.27,29,0,0,91.44,1.8,15.68,0,35.4,4.33
56,33,0.28,1.61,7.82,9.43,28.1,0,0,91.57,1.9,15.47,0,32.44,4.72
79,32,0.28,1.64,8.39,10.03,26.3,0,0,91.56,2,15.49,0,29.61,3.6
93,33,0.28,1.61,8.88,10.48,22.8,0,0,91.95,2,15.23,0,26.78,3.615
95,27,0.29,1.41,10.07,10.97,21.4,0,0,92.37,2.2,15.26,0,28.29,3.25
87,26,0.3,1.3,9.36,11.46,20.3,0,0,92.69,2.1,15.27,0,29.8,3.075
74,29,0.29,1.35,8.65,10.01,19.9,0,0,92.49,1.9,15.12,0,28.995,2.9
61,26,0.27,1.37,7.44,8.81,22.1,0,0,92.11,1.4,14.95,0.1,29.3475,3.01
54,26,0.28,1.66,3.9,9.565,26.1,0,0,90.29,1.4,15.75,0.6,29.7,3.255
49,29,0.28,3.21,7.11,10.32,26,0,0,83.12,1.8,17.87,1.9,38.965,3.5
41,29,0.27,4.83,8.4,13.24,28.4,0,0,75.95,1.9,19.51,3.8,48.23,3.21
42,31,0.25,3.76,7.18,10.95,32.3,0,0,67.63,2.2,21.12,5.4,44.19,3.52
41,28,0.28,3.79,8.24,12.03,38.7,0,0,64.88,2.3,22.53,6.3,52.78,4.33
36,33,0.29,3.24,10.39,13.63,50.4,0,0,62.42,2.9,23.88,5.9,38.57,4.28
33,50,0.25,2.63,10.45,13.08,60.1,0,0,67.27,3.2,24.03,4.6,51.18,4.47
30,77,0.23,2.37,10.06,12.43,58.3,0,0,70.07,3.3,23.57,2.9,61.61,4.37
31,81,0.27,2.64,13.15,15.79,49.9,0,0,73.86,3.6,23.11,1.2,69.14,4.5
37,67,0.31,2.11,15.4,17.51,39.6,0,0,79.72,3.4,21.75,0.3,38.19,2.91
35,71,0.34,1.66,19.85,21.51,26.7,0,0,86.35,3,20.17,0,40.91,2.94
28,68,0.4,1.76,31.2,32.97,10.5,0,0,89.82,3.4,19.24,0,52.16,3.465
29,59,0.38,2.27,31.08,33.34,8.9,0,0,90.67,3.6,19.1,0,38.045,2.685
28,57,0.34,1.67,23.35,25.02,11.15,0,0,91.09,3,18.9,0,36.6125,2.5575
25,57,0.33,1.54,20.01,21.55,13.4,0,0,92.16,2.8,18.54,0,35.18,2.43
24,51,0.33,1.43,17.55,18.98,14.1,0,0,92.83,2.9,18.3,0,29.44,2.16
24,45,0.34,1.35,16.82,18.16,11.1,0,0,93.21,2.5,18.12,0,28.72,1.39
24,39,0.35,2.32,17.21,19.54,6.7,0,0,93.33,2.1,17.7,0,40.76,0.51
22,35,0.32,3.68,14.04,17.72,8,0,0,93.33,1.4,17.32,0,38.345,1.04
25,35,0.31,4.93,16.85,21.78,8.8,0,0,93.3,1.4,17.58,0,35.93,1.615
28,39,0.32,1.22,17.21,19.23,9.85,0,0,93.19,1.7,17.76,0,32.435,2.19
27,53,0.32,0.98,15.7,16.68,10.9,0,0,93.26,2.1,17.93,0,28.94,2.38
22,59,0.3,0.77,12.47,17.155,14.9,0,0,92.98,2.1,17.95,0,31.61,1.49
18,50,0.32,6.3,11.77,14.605,7.8,0,0,92.66,1.8,18.24,0.1,34.795,0.6
18,42,0.34,4.355,11.07,13.5675,12.2,0,0,92.34,1.4,18.75,0.5,37.98,1.945
26,45,0.33,2.41,10.11,12.53,22.6,0,0,87.135,1.9,20.23,1.1,34.98,2.1725
31,51,0.34,3.53,12.05,15.58,25,0,0,81.93,2,21.59,2.5,31.98,2.4
33,67,0.45,13.64,25.05,38.7,15.1,0,0,81.37,3.9,21.16,3.2,34.11,3.61
31,84,0.3,6.33,17.06,23.38,26.7,0,0,85.41,2.9,20.45,3.9,50.02,3.87
28,88,0.29,4.01,12.16,16.17,41.4,0,0,78.24,2.3,22.06,5.5,42.3,3.62
25,86,0.3,2.63,11.84,14.48,47.8,0,0,74.58,2.1,22.82,4.1,43.52,2.93
25,83,0.3,2.4,12.26,14.67,50.2,0,0,74.875,2.5,23.39,2.7,35.9,3.18
23,81,0.3,1.97,13.18,15.15,50.9,0,0,75.17,2.7,22.73,1.2,38.6,4.13
24,79,0.28,1.4,13.11,14.51,45.7,0,0,83.52,2.4,20.55,0.2,36.35,4.08
33,75,0.29,0.56,13.51,14.07,38.3,0,0,89.3,2,19.01,0,39.44,4.41
33,73,0.33,0.73,17.9,18.63,29.7,0,0,89.33,2.1,18.66,0,37.12,4.31
30,72,0.35,0.84,20.86,21.7,24.2,0,0,87.82,2.8,18.39,0,35.485,4.45
29,61,0.27,0.74,10.34,11.08,35.7,0,0,86.54,2.1,17.91,0,33.5075,4.47
32,53,0.27,0.67,7.44,8.11,36,0,0,85.85,1.8,17.74,0,31.53,4.49
33,53,0.32,0.63,13.39,14.03,26.2,0,0,87.38,1.8,17.19,0,28.73,4.555
28,51,0.32,0.44,11.41,11.85,24.8,0,0,89.13,1.8,16.62,0,30.99,4.62
24,49,0.32,0.6,14.2,14.8,22.9,0,0,88.24,2.1,16.37,0,33.23,4.41
19,44,0.33,0.68,11.57,12.26,26,0,0,85.92,2.8,16.37,0,33.23,4.715
18,42,0.34,0.59,11.5,12.09,26.6,0,0,83.62,2.5,16.49,0,33.23,5.02
20,45,0.34,0.53,9.23,9.77,27.2,0,0,81.09,2.3,16.38,0,33.825,4.94
20,43,0.34,0.62,8.405,8.97,33.8,0,0,76.68,2.4,16.29,0,34.42,4.62
16,38,0.32,0.59,7.58,8.17,37.3,0,0,75.05,2.4,15.98,0,33.49,4.925
14,37,0.29,0.42,6.27,6.69,39.3,0,0,69.47,2.2,15.92,0.1,32.56,4.725
15,35,0.28,0.8,5.51,6.795,37.7,0,0,65.32,1.8,16.03,0.6,33.75,4.7775
14,37,0.27,1.49,5.42,6.9,37,0,0,60.805,2,17.34,1.9,36.3,4.83
12,38,0.23,1.5,5.04,6.54,42.1,0,0,56.29,2.2,19.13,3.8,38.85,5.36
11,44,0.23,1.15,5.53,6.67,48.4,0,0,52.59,2.1,20.83,5.4,60.52,7.09
15,56,0.23,1.28,5.24,6.52,51.5,0,0,51.34,2.2,21.68,6.3,52.4,7.27
21,67,0.29,1.33,6.83,8.16,54,0,0,53.87,3.4,22.02,5.9,47.64,7.46
23,106,0.46,1.72,9.38,11.11,58.4,0,0,57.61,6.9,21.04,4.4,49.86,6.9
23,145,0.5,1.3,9.16,10.46,58.5,0,0,59.49,6.7,20.35,2.7,52.08,7.44
31,160,0.54,1.31,11.12,12.43,54.1,0,0,61.37,6.2,19.62,1.1,39.51,6.22
33,163,0.54,1.02,12.31,13.33,49.8,0,0,65.13,5.3,18.33,0.3,33.55,4.75
33,163,0.53,0.65,10.98,11.63,48.6,0,0,69.43,4.6,16.98,0,35.18,3.82
34,159.5,0.5,0.3,8.95,9.25,48.4,0,0,71.93,4.1,16.18,0,32.03,4.36
33,156,0.47,0.5,7.14,7.64,48.1,0,0,74.46,3.6,15.35,0,31.35,3.53
33,147,0.45,0.48,6.34,6.82,47.8,0,0,76.92,3.3,14.78,0,28.845,3.4
38,143.5,0.43,0.41,5.27,5.69,47.9,0,0,77.93,3.2,14.51,0,26.34,2.89
37,137.25,0.42,0.52,4.74,5.26,46.2,0,0,79.79,2.9,14.17,0,30.17,2.475
23,131,0.42,0.49,4.69,5.18,45.4,0,0,80.64,2.8,13.96,0,27.97,2.06
19,122,0.42,0.51,6.04,6.55,37.1,0,0,82.1,2.5,13.81,0,22.29,1.04
21,111,0.39,0.43,4.83,5.26,32.35,0,0,84.85,1.2,13.72,0,20.065,1.175
21,100,0.39,4.58,5.21,9.79,25.825,0,0,85.54,1.3,14.02,0,17.84,1.31
24,95,0.41,1.31,9.42,12.275,19.3,0,0,84.18,1.3,14.42,0,20.625,1.7275
27,94,0.39,1.13,13.63,14.76,23.9,0,0,81.75,1.6,14.91,0,23.41,1.01
23,101,0.41,0.82,10.18,16.185,19.6,0,0,81.68,1.5,15.56,0,35.0325,1.145
22,126,0.72,4.28,14.39,18.67,13.7,0,0,84.81,2.2,15.7,0.1,42.23625,0.995
21,115.5,1.21,5.855,14.77,20.625,15,0,0,86.35,3.1,16.78,0.5,49.44,0.9875
27,122.75,0.57,7.43,15.15,22.58,31.4,0,0,77.645,3.9,19.715,1.6,115.54,0.98
36,130,0.43,1.73,8.56,10.29,52.8,0,0,68.94,5.9,22.65,3.3,181.64,2.28
43,126,0.52,3.5,18.17,21.66,50.4,0,0,62.09,10.2,24.69,4.4,28.82,1.89
48,133,0.54,2.77,16.48,19.25,62.8,0,0,59.6,6.7,25.49,5.3,1.16,2.11
55,143,0.51,3.15,24.68,27.82,54.7,0,0,62.77,7.3,24.08,3.6,323.88,2.37
56,145,0.48,2.6,16.11,18.71,71.6,0,0,64.3,4.2,23.24,3.7,45.9,3.33
47,141,0.47,1.78,15.02,16.8,74.2,0,0,65.37,3.7,22.415,2.3,34.11,3.88
46,142,0.44,1.61,16.54,18.16,65.9,0,0,70.37,3.8,21.59,0.9,41.4,2.27
50,149,0.45,1.25,16.54,17.78,61.2,0,0,74.56,3.9,20.85,0.2,39.95,2.46
49,156,0.51,0.98,20.62,21.6,45.9,0,0,79.78,4.1,19.69,0,35.87,1.81
49,151.5,0.5,0.92,21.69,22.61,36.6,0,0,81.63,3.7,19.19,0,30.28,1.65
45,147,0.5,1.12,19.82,20.94,25.4,0,0,84.25,2.4,18.35,0,27.515,0.76
38,129,0.49,1.03,13.31,14.34,27,0,0,87.41,1.7,17.74,0,23.3375,1.08
35,111,0.6,1.09,15.59,16.68,26.5,0,0,89.09,1.8,17.35,0,19.16,1.305
37,111,0.55,1.22,14.64,15.86,24.3,0,0,89.9,1.7,17.07,0,16.73,1.53
36,101,0.44,1.17,7.81,8.97,32.9,0,0,90.58,1.6,16.75,0,20.18,1.26
33,86,0.41,0.88,6.83,7.71,33,0,0,90.74,1.3,16.39,0,349.55,0.52
34,78,0.38,0.69,5.88,6.58,37.3,0,0,90.53,1.4,16.29,0,191.96,0.56
39,75,0.37,0.83,5.44,6.27,41.6,0,0,90.36,1.4,16.04,0,34.37,1.18
34,71,0.38,0.4,7.485,5.9,35.2,0,0,89.95,1.4,15.83,0,32.59,1.8
29,68,0.36,0.57,9.53,10.1,28.8,0,0,88.65,1.5,16.17,0,30.81,1.34
32,62,0.35,0.84,9.9,7.64,25.1,0,0,89.01,1.4,15.98,0,31.86,2.24
27,72,0.39,0.91,10.27,11.17,27.6,0,0,88.19,2.6,16.73,0.1,31.495,2
19,92,0.48,1.77,16.755,21.95,18.7,0,0,86.78,4.5,17.37,0.3,31.13,2.33
14,99,0.55,9.48,23.24,32.73,15.1,0,0,80.87,6.3,18.925,1.6,32.92,2.66
13,106,0.52,7.86,20.54,28.4,22.5,0,0,74.96,5.3,20.48,3,34.71,1.83
18,83,0.39,5.06,12.17,17.23,37,0,0,62.15,3.7,23.16,5.5,36.98,2.09
28,57,0.31,2.51,7.51,10.02,47.3,0,0,49.34,2.6,25.38,6.3,41.71,3.47
32,56,0.36,2.44,11.3,13.74,49.6,0,0,51.03,3.9,25.61,5.4,62.49,3.33
50,73,0.37,2.76,13.67,16.43,51.7,0,0,57.08,4.1,25.4,4.2,37.25,2.77
73,67,0.32,2.03,10.86,12.88,51.4,0,0,65.505,2.8,24.26,2.2,50.25,4.34
77,87,0.4,1.67,15.89,17.56,51.1,0,0,73.93,3.6,23.12,1,36.1,2.84
81,121,0.4,1.55,17.17,18.73,43.1,0,0,84.21,3.6,21.24,0.2,30.54,1.64
83,142,0.62,0.99,19.11,20.1,29.2,0,0,86.37,2.8,20.32,0,39.44,1.05
81,116,0.49,1.04,11.42,12.47,23.6,0,0,85.8,1.7,19,0,29.48,1.41
74,61,0.47,4.91,17.1,22.01,16.25,0,0,84.1,1.8,18.72,0,28.95,2.395
68,44,0.49,10.05,23.26,33.31,8.9,0,0,82.58,1.9,19.03,0,28.42,1.5
65,37,0.31,0.77,6.84,7.61,23.8,0,0,83.24,1.6,18.26,0,27.35,2.1725
56,27,0.28,1.01,6.32,7.33,21.9,0,0,85.15,1.5,17.7,0,22.5,2.06125
49,22,0.22,0.89,5.23,6.12,24,0,0,84.68,1.4,17.65,0,15.75,1.95
48,23,0.2,2.52,6.93,9.44,23.9,0,0,83.93,1.3,17.95,0,19.38,1.69
46,22,0.17,0.83,3.73,4.56,22.3,0,0,87.81,1.1,18.1,0,19.465,2.295
47,21,0.17,0.92,4.76,5.67,15,0,0,89.36,0.9,18.04,0,19.55,2.4675
48,24,0.2,1.74,16.1,17.84,7.7,0,0,90.24,1.6,17.71,0,22.56,2.64
46,43,0.44,2.84,12.885,20.145,3.3,0,0,91.97,3.2,17.79,0,25.57,2.8925
51,64,0.46,2.67,19.07,18.26,4,0,0,92.95,2.4,17.97,0,28.755,3.065
62,76,0.46,2.26,20.555,25.4975,5.8,0,0,93.08,1.9,17.75,0.1,31.8525,3.2775
80,84,0.49,6.65,22.04,28.17375,7.2,0,0,93.32,2.2,17.74,0.3,34.95,3.49
82,88,0.48,11.04,19.81,30.85,12.5,0,0,86.03,2.7,18.28,1.6,38.4,3.58
68,75,0.38,6.27,13.63,19.9,23.6,0,0,78.74,2.6,20.23,3.2,41.85,3.6
70,67,0.45,7.07,17.94,25.01,33.4,0,0,67.11,4.5,22.07,5,51.19,5.49
78,74,0.48,5.17,23.78,28.95,36.9,0,0,64.47,4.6,22.59,5.8,54.38,5.53
73,73.5,0.35,3.36,12.91,16.27,60.6,0,0,54.62,3.7,23.12,5.7,54.39,6.47
70,73,0.32,1.93,9.97,11.89,72.3,0,0,48.82,3.3,23.28,4.4,47.44,6.72
69,76,0.33,1.59,9.44,11.03,69.6,0,0,51.405,3.4,22.395,2.8,53.28,6.46
65,83,0.34,1.7,11.43,13.12,63.6,0,0,53.99,4.1,21.51,1.1,48.23,7.21
63,89,0.36,1.38,14.86,16.24,58.5,0,0,60.62,4.2,19.82,0.2,44.74,6.62
69,92,0.37,1,16.72,17.73,57.8,0,0,64.53,4.7,18.35,0,35.8,6.7
74,86,0.33,0.99,12.73,13.72,57.9,0,0,63.82,3.2,17.74,0,47.62,7.295
72,73,0.3,0.82,8.55,9.37,60.6,0,0,66.09,2.5,17.34,0,41.405,7.54
66,73,0.36,0.73,11.26,11.99,62,0,0,71.14,3.5,16.91,0,44.2075,7.285
63,86,0.41,1.22,11.32,12.54,63.4,0,0,69.16,4.6,16.53,0,47.01,7.705
67,111,0.53,0.77,11.38,12.16,61.5,0,0,72.16,4.8,16.05,0,47.33,7.7875
59,125,0.48,0.75,10.9,11.65,52.6,0,0,76.61,5,15.67,0,53.94,7.87
