PM25,PM10,CO,NO,NO2,NOx,O3,RAINFALL,RH,SO2,TEMP,UVB
23,34,0.175,1.25,5.69,6.94,52.7,0,91.92,3.5,24.17,1.2
21,32,0.1725,1.33,5.805,7.135,48.05,0,94.09,3.25,23.495,0.6
19,31,0.17,1.41,5.92,7.33,43.4,0,96.26,3,22.82,0
25,27,0.23,1.48,9.68,11.16,42.2,0,95.34,3.9,22.58,0
29,35,0.3,1.3,12.33,13.64,32.5,0,95.58,4.2,22.59,0
28,36,0.29,0.8,12.77,13.58,32.05,0,96.82,3.3,22.4,0
20,33,0.26,1.38,10.78,12.15,26.6,0,96.87,2.4,22.04,0
20,26,0.23,1.08,9.16,10.24,23.65,0,96.36,2,21.82,0
18,27,0.23,1.11,9.21,10.32,20.7,0,96.85,2.1,21.56,0
8,23,0.19,1.19,6.13,7.32,27.7,0,91.74,1.9,21.61,0
7,13,0.15,1.02,4.82,5.84,30.15,0,86.78,2,21.95,0
11,10,0.15,1.52,2.89,4.41,32.6,0,84.45,1.1,22.09,0
11,14,0.14,1.58,3.13,4.71,30.3,0,90.2,1.2,20.95,0
15,18,0.15,1.12,4.01,5.12,31.4,0,92.89,1.9,20.56,0.1
22,19,0.18,1.84,4.32,6.16,32.5,0,90.77,2.5,21.87,0.5
31,28,0.24,1.57,5.8,7.37,29.2,0,93.39,3.7,22.49,1
24,39,0.2,1.5,4.35,5.85,36.8,0,87.8,3.1,23.95,3.8
25,30,0.19,1.49,4.59,6.08,41.4,0,83.76,3.4,25.09,6.5
29,31,0.23,2.35,10.47,12.81,40.1,0,91.87,5.1,23.6,5.5
15,32,0.19,3.02,9.97,12.99,42.7,0,88.41,5.1,24.33,8.8
16,19,0.17,1.7,7.01,8.71,58.3,0,89.62,3.9,24,6.1
19,19,0.16,2.26,7.735,9.99,60.4,0,93.2,3.2,22.92,3.4
23,21,0.16,1.935,6.005,7.94,53.1,0,96.09,2.5,22.59,1.7
22,32,0.14,2.0525,5.5025,7.555,53,0,94.89,2.2,22.82,1.4
15,24,0.12,2.17,5,7.17,44.9,0,93.12,1.9,22.93,1.3
22,20,0.16,1.95,6.99,8.94,48.9,0,92.59,2.5,23.08,0.4
22,27,0.17,2.06,9.14,11.2,43.1,0,95.53,2.3,22.8,0.1
14,29,0.2,2.2,7.65,9.85,37.3,0,96.44,1.5,22.11,0
20,16,0.18,2.03,5.12,7.15,42.5,0,95.54,1.3,21.71,0
20,21,0.16,2.05,3.73,5.78,38.2,0,96.81,1.1,21.58,0
19,23,0.17,2.2,6.23,8.42,32.4,0,96.01,1.9,21.79,0
18,24,0.21,1.84,10.84,12.68,20.9,0,92.39,3,22.07,0
11,23,0.15,1.95,7.34,9.29,21.45,0,90.63,2.3,21.95,0
6,15,0.14,1.91,6.3,8.21,22,0,86.76,2.1,21.97,0
13,8,0.15,2.03,6.64,8.67,23.4,0,91.92,2,21.68,0
8,19,0.13,0.84,5.08,5.92,23.3,0,92.55,2,21.17,0
7,14,0.13,1.32,3.99,5.31,26,0,86.51,2.4,21.66,0
5,10,0.12,1.36,3.925,6.01,15.7,0,86.16,2.7,21.21,0.1
7,7,0.11,1.71,3.86,5.57,16.4,0,87.59,2.3,21.53,0.5
8,11,0.13,2.45,3.86,6.32,17.4,0,86.16,2.3,22.83,2.1
15,11,0.19,3.69,7.04,10.73,21.1,0,85.88,4.3,23.54,3.8
15,20,0.22,3.49,9.64,13.13,24.4,0,87.09,3.8,23.55,4.2
15,19,0.19,2.37,8.79,11.16,29.9,0,87.08,3.2,23.73,4.4
19,19,0.18,1.85,7.06,8.91,43.8,0,87.75,3,24.08,5.8
20,25,0.17,1.92,6.63,8.55,48,0,88.83,3,24.4,6.7
16,26,0.14,1.57,4.94,6.52,39.8,0,90.29,2.2,24.19,5.3
13,22,0.14,1.26,5.56,6.81,39.1,0,92.69,2.4,22.62,1.8
16,18,0.17,1.48,7.13,8.6,32.5,0.8,94.7,1.9,22.46,0.7
15,20,0.2,1.97,8.41,10.38,24.1,1.4,97.59,1.4,22.21,0.4
15,16,0.17,1.76,9.54,11.3,29.2,0,97.88,1.8,21.44,0.2
5,19,0.11,1.53,5.1,6.63,25.5,0,97.81,1.4,20.46,0.1
7,4,0.11,1.2,3.27,4.47,28.8,0,96.94,1.2,20.43,0
5,10,0.11,1.23,3.15,4.39,20.8,0,93.77,1.3,20.47,0
8,6,0.12,1.06,3.66,4.72,23.1,0,93.96,1.3,20.53,0
8,10,0.13,1.22,3.39,4.61,24.2,0,91.95,1,20.7,0
4,11,0.11,1.08,2.39,3.47,28.1,0,85.79,1.1,21.29,0
6,6,0.11,1.25,2.4,3.65,28.1,0,81.83,1.6,21.84,0
2,8,0.09,1.07,1.9,2.97,21.7,0,78.88,1.3,21.55,0
2,3,0.09,1.21,1.71,2.92,17.4,0,73.08,1.5,22.06,0
4,3,0.09,1.89,1.02,2.91,19.1,0,75.66,1.4,21.84,0
5,5,0.09,1.58,1.91,3.49,19,0,79.94,1.6,21.24,0
4,7,0.09,1.56,1.54,3.1,15.1,0.2,81.4,1.6,21.04,0.1
9,5,0.09,1.86,1.44,3.31,13.6,0,87.81,1.7,21.04,0.5
7,15,0.1,2.09,1.82,3.91,13.2,0,87.31,2,22.03,2
8,11,0.13,2.8,2.8,5.6,16.1,0,82.05,2.7,23.67,4.9
13,11,0.17,4.02,6.55,10.58,18.7,0,86.59,3.5,23.19,5.6
14,16,0.17,3.98,8.04,12.02,22.5,0,87.97,3.9,23.13,4.7
12,18,0.15,2.7,5.7,8.4,33.4,0,87.91,3.5,23.38,5
12,14,0.16,2.34,4.21,6.55,43.9,0,87.76,3.3,23.56,5.8
14,19,0.15,1.84,4.14,5.98,45.9,0,88.7,3.2,23.86,6.7
14,18,0.14,2.17,3.51,5.68,40.3,0,89.55,2.8,23.87,5
20,25,0.16,2.09,4.54,6.63,48.4,0,88.94,2.9,24.12,3.8
16,29,0.15,1.85,5.2,7.05,36.4,0,91.55,2.5,23.53,1
11,25,0.13,1.78,5.12,6.9,21.6,0,94.81,2,22.94,0.2
15,9,0.17,1.72,5.66,7.38,22.3,0,96.76,2.1,22.05,0.1
20,15,0.23,1.74,8.31,10.05,23.4,0,96.95,4,21.9,0
20,23,0.21,1.76,7.17,8.92,34,0,97.46,4.5,21.35,0
18,23,0.18,1.83,3.66,5.49,41,0,97.72,2.3,21,0
14,21,0.17,1.6,2.59,4.19,46,0,97.18,2.2,20.8,0
13,18,0.17,1.7,2.35,4.05,46,0,95.8,2.6,20.9,0
16,20,0.2,1.55,3.33,4.88,40.4,0,95.38,2.7,21.09,0
16,23,0.17,1.63,4.38,6.01,27.5,0,94.53,1.9,20.92,0
14,21,0.16,1.44,3.23,4.67,27.4,0,92.84,1.8,21.04,0
13,17,0.13,0.53,4.6,5.13,21,0,93.47,1.8,21.03,0
6,17,0.11,0.42,3.63,4.05,20.7,0,90.53,1.5,21.25,0
4,7,0.11,0.32,4.76,5.08,17.4,0,88.1,1.8,20.91,0.1
13,4,0.14,0.83,5.79,6.62,14.1,0,91.37,2,21.04,0.2
17,17,0.17,1.7,7.58,9.28,17.6,0,93.87,2.9,21.47,0.7
20,21,0.22,3.54,10.71,14.24,21.1,0,89.09,6.1,22.64,3.1
22,26,0.26,3.56,12.45,16.01,27.2,0,87.72,5.6,23.37,4
20,29,0.22,2.28,9.96,12.25,37.5,0,87.04,4,23.78,5
25,25,0.23,1.07,8.4,9.47,59.3,0,82.52,4.4,25.51,8.8
30,35,0.26,0.76,8.81,9.57,74.7,0,84.32,5.3,25.54,6.8
24,39,0.17,0.93,6.13,7.06,52.7,0,92.21,3,24.4,2.7
15,29,0.14,0.86,4.86,5.72,42.9,0,94.03,2.7,23.45,1.9
15,13,0.14,1.06,3.66,4.72,42.9,0,92.4,2.3,23.53,1.9
23,17,0.17,0.78,4.41,5.19,47.3,0,93.27,2.2,23.52,0.6
20,27,0.26,1.22,12.57,13.79,31.4,0,95.39,1.9,22.9,0.2
23,19,0.29,0.91,12.89,13.8,26.2,0,97.64,2,22.07,0
25,23,0.18,0.63,7.54,8.18,31.4,0,97.74,2,21.8,0
20,27,0.17,0.35,7.03,7.38,33.9,0,97.71,2,21.18,0
17,22,0.15,0.45,3.97,4.42,38.2,0,96.05,1.6,20.59,0
4,17,0.13,0.68,3.07,3.76,37.5,0,87.96,1.3,20.75,0
11,2,0.13,0.49,2.85,3.34,35.6,0,88.53,1.4,20.82,0
11,15,0.13,0.45,2.73,3.18,33.7,0,90.27,1.4,20.83,0
13,15,0.17,0.68,6.89,7.57,23.3,0,93.4,2.5,20.44,0
7,18,0.14,0.71,8.51,9.22,24.7,0,92.35,2,20.1,0
6,9,0.12,0.66,2.67,3.34,20.2,0,84.9,1.9,21.23,0
9,8,0.13,0.82,5.99,6.81,15.7,0,85.99,2.7,21.32,0
17,13,0.25,5.535,10.825,16.36,22.05,0,92.56,2.85,20.98,0.1
17,24,0.42,10.25,15.66,25.91,17.55,0,92.62,3.2,21.04,0.3
11,20,0.24,7.1,8.86,15.96,18.475,0,87.95,3.45,22.34,1.8
10,16,0.14,2.62,4.41,7.03,19.4,0,84.44,3.7,23.76,4.1
13,15,0.2,2.87,7.26,10.13,28.1,0,82.76,4.5,24.16,5.3
17,17,0.21,2.71,8.05,10.76,30.9,0,85.62,3.9,23.78,5.3
18,23,0.18,2.48,6.51,8.98,38.3,0,88.07,3.1,23.87,5.5
15,28,0.17,1.85,5.3,7.15,42.6,0,87.86,2.9,24.66,7.5
16,22,0.16,1.65,4.17,5.82,48.3,0,84.33,2.6,25.36,6
9,22,0.12,1.66,2.85,4.51,32.8,0,90.61,1.9,24.51,4.1
10,12,0.14,1.66,3.1,4.76,32.6,0,91.17,1.9,24.09,1.5
9,10,0.15,2.32,4.05,6.37,27,0,93.62,1.6,23.2,0.8
18,9,0.17,1.28,3.78,5.07,36.5,0,95.05,2.8,22.31,0.2
21,17,0.19,0.86,5.06,5.92,32.2,0,96.37,2.9,21.88,0.1
15,22,0.15,0.97,4.88,5.85,31.4,0,97.11,2.7,21.17,0
14,16,0.19,1.01,6.77,7.78,24.4,0,97.4,2.6,21.24,0
9,18,0.15,0.89,4.57,5.46,26.3,0,96.19,2.1,20.6,0
9,10,0.13,0.79,4.15,4.94,23.7,0,97.02,1.7,20.24,0
8,11,0.11,0.95,3.09,4.04,27.9,0,94.94,1.5,20.41,0
8,11,0.11,0.68,2.66,3.33,26.9,0,93.63,1.4,20.57,0
10,12,0.11,0.995,7.92,8.91,23.4,0,91.61,9.35,21.26,0
10,12,0.11,1.0175,10.335,11.345,19.9,0,93.79,9.3,20.37,0
11,12,0.13,1.04,12.75,13.78,9.1,0,93.14,9,20.21,0
6,13,0.1,0.24,5.51,5.75,17.1,0,91.17,8.7,20.67,0
10,7,0.12,0.66,5.52,12.24,10.2,0,90.96,12.625,20.53,0.1
10,13,0.1,1.08,5.53,6.61,16.6,0,92.21,12.45,21.1,0.4
11,13,0.16,4.03,10.02,14.04,16.8,0,92.25,14.2625,21.59,0.8
15,14,0.18,2.72,9.93,12.65,17,0,91.18,15.08125,22.12,1.9
18,20,0.28,2.89,11.37,14.26,28.2,0,87.04,15.9,23.83,6.3
16,30,0.29,1.64,8.51,10.14,45.8,0,81.2,15.2,25.01,8.7
25,21,0.23,1.37,9.65,11.02,43.5,0,86.27,15.8,24.13,6.7
18,37,0.18,0.76,7.12,7.88,41.9,0,88.69,15,24.15,6
13,24,0.14,0.47,4.08,4.55,43.4,0,88.54,14,24.46,4.7
8,16,0.1,0.23,3.39,3.61,31.3,1,95.73,13.2,22.13,0.2
13,5,0.16,0.04,4.91,4.95,45.1,0.4,97.57,14.3,21.4,0.3
16,11,0.15,0.3,7.74,8.04,42.2,0,97.95,16.5,20.95,0.4
14,17,0.12,0.55,7.13,7.68,39.8,0,97.76,18.3,20.5,0.2
10,13,0.09,0.24,3.53,3.77,25.6,0,98.17,8.35,20.26,0
7,12,0.08,0.2,3.17,3.37,20.65,0.2,98.29,7.45,20.08,0
6,8,0.07,0.13,2.49,2.62,15.7,0,98.26,9.1,19.96,0
7,7,0.09,0.19,4.07,4.27,20.175,0,98.34,5.025,20.25,0
6,11,0.11,0.03,5.05,5.08,19.9375,0,98.2,5.4,20.38,0
5,10,0.12,0.28,3.24,3.51,19.7,0,96.23,3.55,20.09,0
6,9,0.11,0.05,3.54,3.59,17.46875,0,93.5,1.7,20.36,0
10,9,0.09,0.21,4.43,4.64,16.234375,0,95.9,1.7,19.98,0
7,14,0.1,0.26,7.15,7.41,15,0,96.38,2.3,20.26,0
6,11,0.07,1.46,3.9,5.36,16.1,0,96.63,1.1,20.27,0
5,7,0.1,1.26,5.66,6.92,15.2,0,95.66,1.7,20.24,0
6,6,0.11,1.39,4.945,6.435,17.9,0,93.69,1.9,20.17,0.1
9,6,0.11,1.73,4.23,5.95,17.2,0,93.89,1.9,20.66,0.5
6,11,0.1,1.97,2.97,4.93,16.5,0,89,1.6,22.59,2
7,13,0.1,1.59,2.28,3.87,20.2,0,86,2.2,23.56,4.4
7,10,0.14,1.73,2.83,4.56,27.9,0,81.54,2.2,24.41,6.6
14,8,0.17,1.55,3.39,4.94,33.9,0,82.42,3.9,24.66,8.7
15,20,0.16,1.68,4.36,6.04,37.8,0,85.53,4.9,24.42,6.5
14,21,0.13,1.44,3.45,4.88,42.5,0,81.81,5.5,24.77,10.1
6,15,0.1,1.38,2.35,3.73,32.8,0,78.54,2.4,24.74,8.1
6,4,0.09,1.84,2.53,4.37,22.6,0,76.92,3.8,24.35,4.8
17,5,0.1,2.33,3.87,6.2,24.8,0,79.37,2.95,24.57,3.3
11,14,0.1,1.27,3.11,4.39,27.5,0,79.75,2.1,25.09,1.4
7,7,0.14,1.69,6.21,7.9,21.7,0,85.87,1.3,22.56,0.3
8,6,0.13,1.46,5.35,6.82,18.35,0,91.18,1.3,21.43,0.1
8,8,0.11,1.19,4.98,6.17,15,0,94.03,1,20.84,0
5,8,0.11,1.49,4.52,6.01,13.6,0,93.88,0.9,20.92,0
4,6,0.08,1.3,2.32,3.61,13.75,0,92.96,0.8,20.86,0
3,5,0.09,1.19,2.41,3.6,13.125,0,92.52,1,20.73,0
3,3,0.08,1.41,2.38,3.79,12.5,0,92.83,0.9,20.56,0
3,5,0.08,1.09,2.9,3.99,13.475,0,94.69,0.9,20.32,0
5,6,0.11,1.51,3.54,5.06,12.85,0,96.28,1.2,19.76,0
6,8,0.12,1.39,3.36,4.75,13.025,0,94.83,1.4,20,0
11,9,0.12,0.6,3.62,4.22,13.2,0,95.92,1.4,20.18,0
12,15,0.13,0.85,4.72,5.57,10.3,0,97.13,1.6,20.29,0
21,17,0.2,1.01,9.18,5.96,10.7,0,97.79,2.7,20.43,0.1
13,27,0.14,1.1,5.25,6.35,18.7,0,95.49,3,20.74,0.4
13,14,0.13,0.92,2.18,3.1,27.5,0,88.52,2.1,22.98,1.7
15,19,0.14,1.21,2.81,4.02,27.2,0,86.5,4.1,23.76,3.5
20,20,0.18,1.39,6.27,7.66,37.2,0,89.33,5.3,23.39,3.2
21,25,0.17,1.19,4.8,5.99,42,0,86.72,3.8,24.55,5.7
24,27,0.2,1.05,5.2,6.25,56.4,0,86.03,4.8,24.45,8
29,32,0.22,1.02,5.34,6.37,57.2,0,89.02,4.7,23.79,4.3
14,36,0.16,1.07,4.22,5.29,43.5,0,85.64,4.2,24.96,7
5,18,0.1,1.11,3.14,4.25,27.3,0,77.02,2,26.64,7.5
2,10,0.09,0.87,2.87,3.75,25.4,0,78.6,1.4,26.37,4.1
2,4,0.07,1.15,1.88,3.03,19.1,0,79.81,1.1,24.95,1.5
3,1,0.07,0.99,1.7,2.69,15.6,0,84.77,1,22.87,0.4
3,1,0.07,0.73,1.95,2.68,19.65,0,87.48,1,21.71,0.1
4,1,0.06,0.97,1.7,2.67,14.75,0,87.13,0.8,21.5,0
5,5,0.06,0.86,1.38,2.24,14.325,0,90.46,1,21.27,0
2,6,0.06,0.7,1.43,2.13,13.9,0,88.69,0.9,21.14,0
3,2,0.06,0.85,0.77,1.62,14.2,0,87.26,0.9,21.13,0
2,3,0.06,0.87,1.01,1.88,13.6,0,87.71,0.7,20.84,0
3,4,0.06,0.79,1.43,2.23,12.8,0,88.91,0.9,20.47,0
1,4,0.07,0.56,2.22,2.78,13.2,0,88.34,1.3,20.18,0
3,1,0.07,0.71,2.27,2.98,12.8125,0,88.3,1.5,20.35,0
4,5,0.06,0.7,2.44,3.14,12.75,0,89.52,1.4,20.55,0
4,6,0.07,0.93,3.29,4.22,12.05,0,91.35,1.5,20.39,0
4,7,0.07,0.81,3.16,3.97,12.05625,0,91.48,1.5,20.29,0.1
4,5,0.06,0.81,2.31,3.12,11.675,0,91.34,1.4,20.38,0.3
4,6,0.06,1.04,1.73,2.77,11.4875,0,89.03,1.4,20.98,1.1
4,6,0.06,0.91,1.45,2.37,11.3,0,87.08,1.3,21.72,2.5
5,7,0.07,0.94,1.61,2.55,13.2,0,83.75,1.4,23.24,6.1
5,10,0.07,0.94,1.67,2.61,17,0,81.01,1.4,24.48,8.3
3,9,0.07,0.99,1.79,2.79,18.2,0,77.15,1.6,25.55,9.3
3,7,0.06,0.7,1.62,2.32,17.7,0,77.62,2.9,24.76,7.6
1,5,0.06,0.81,1.17,1.98,14.5,0,74.81,2,24.98,7.4
4,3,0.06,0.94,1.42,2.36,15.9,0,79.12,2.7,24.53,4.9
5,8,0.06,1.03,1.7,2.73,17.7,0,83.3,3,23.67,3.2
5,7,0.06,0.88,1.59,2.47,16.9,0,86.16,2.3,22.6,1.3
5,6,0.06,1.09,1.58,2.67,13.7,0,89.64,2.4,21.8,0.3
5,5,0.06,0.94,1.57,2.51,14.35,0,92.49,2.1,21.16,0.1
4,4,0.06,0.67,1.56,2.23,13.075,0,93.56,2,20.92,0
4,5,0.06,0.86,1.47,2.33,11.8,0,93.41,1.9,20.78,0
3,5,0.06,0.84,1.3,2.15,13.4,0,92.85,1.6,20.94,0
4,5,0.06,0.54,1.18,1.72,13.6,0,91.94,1.5,21.01,0
4,5,0.06,0.54,1.11,1.65,13.2,0,93.74,1.5,20.9,0
1,7,0.06,0.85,1.17,2.02,13.1,0,93.56,1.4,20.78,0
0,2,0.06,0.6,1.04,1.64,13,0,88.41,1.6,20.78,0
4,1,0.06,0.67,1.09,1.77,13.1,0,89.62,1.6,20.52,0
4,7,0.06,0.95,0.68,1.63,11.15,0,91.79,1.7,20.39,0
2,5,0.06,0.73,0.69,1.43,10.225,0,91.26,1.7,20.5,0
4,4,0.06,1.02,0.73,1.75,9.3,0,91.55,2.4,20.39,0.1
7,5,0.06,1.02,1.01,2.02,9.4125,0,97.22,3.9,20.33,0.4
11,9,0.07,3.58,3.95,7.53,9.00625,0,97.06,9.3,20.88,1.2
9,13,0.06,2.01,2.42,4.43,8.6,0,93.67,5.2,21.7,2.7
9,12,0.07,2.18,2.46,4.64,11,0,93.78,4.8,21.87,3.4
7,11,0.07,1.8,2.23,4.03,15.1,0,92.29,4.1,22.45,4.9
6,10,0.07,1.48,1.61,3.09,16.5,0,91.91,2.2,22.65,5.2
5,12,0.06,0.89,0.95,1.84,15.9,0,92.75,1.6,22.69,4.8
4,10,0.06,0.78,0.82,1.6,16,0,93.39,1.5,22.45,3.5
4,7,0.06,0.87,0.73,1.6,16,0,93.43,1.3,22.48,3
4,7,0.06,0.97,0.82,1.79,16.4,0,95.61,1.3,21.79,0.9
6,5,0.1,0.93,0.99,1.93,16.2,0,96.22,1.4,21.41,0.4
8,7,0.06,0.88,1.06,1.94,15.6,0,97.05,1.5,21.24,0.1
10,8,0.06,0.96,1.19,2.14,15.45,0,97.87,1.5,20.99,0
10,9,0.06,0.87,1.01,1.88,15.3,1.4,98.43,1.3,20.99,0
7,10,0.06,0.75,0.98,1.73,12.775,0.2,98.76,1.3,20.8,0
9,7,0.06,1,2.35,3.35,11.4375,0,99.12,3.1,20.71,0
8,11,0.06,1.2,3.88,5.08,10.1,0,99.46,4.1,20.65,0
6,12,0.06,1.02,2.53,3.55,12.3375,0,99.54,2.8,20.24,0
7,7,0.07,1.19,2.85,4.04,11,0,99.68,3.3,20.23,0
6,11,0.06,1.09,5.08,6.17,11.45,0,99.83,5.1,20.42,0
7,12,0.07,0.85,2.46,3.32,11.9,0.2,99.91,2.9,20.4,0
6,11,0.07,0.55,1.56,2.11,15.5,4.6,99.8,2.1,20.17,0
6,8,0.07,0.34,0.94,1.28,17.8,1.2,99.62,1.6,20.29,0
5,9,0.07,0.37,1.18,1.56,17.5,0.2,99.85,1.8,20.66,0
10,9,0.08,0.56,1.57,2.13,17.2,0,99.95,2.7,20.75,0.2
18,15,0.08,0.92,3.39,4.31,16.9,0,99.675,4.6,20.8,1
19,22,0.08,1.12,2.93,4.05,16.6,0,99.5875,4,21.2,1.9
16,22,0.08,0.83,2.01,2.85,17.7,0,99.5,2.9,21.74,2.8
12,22,0.09,0.71,1.85,2.56,19.6,0.2,98.84,2.4,22.07,3.2
11,16,0.09,0.36,1.68,2.05,18.9,0.6,98.48,2.1,21.95,2.3
12,15,0.1,0.55,1.56,2.11,19.7,0.2,98.77,2.5,22.47,5.3
12,19,0.11,0.46,1.38,1.84,22.8,0,94.99,1.9,23.19,6.4
9,21,0.1,0.77,1.5,2.26,22.8,0,96.46,2.1,22.35,2.6
8,12,0.1,0.89,2.23,3.12,23,0,96.22,3.4,21.8,2.1
8,11,0.11,2.72,6.99,9.72,15.6,0,93.05,12.3,21.535,1.1
7,11,0.11,1.54,4.24,5.78,19.1,0,92.85,7.8,21.27,0.3
14,11,0.11,0.28,3.66,3.94,18.75,0,95.09,4.1,20.97,0
7,19,0.1,0.23,1.31,1.54,20.325,0,96.93,1.3,20.74,0
10,10,0.1,0.07,2.27,2.34,21.9,0,96.48,2.8,20.95,0
10,15,0.1,0.28,4.95,5.23,20,0,97.7,5,21.08,0
12,13,0.1,0.57,6.76,7.33,22.9,0,97.57,6.4,20.75,0
4,16,0.11,0.36,1.52,1.88,25.8,0,95.52,2.1,20.25,0
5,9,0.1,0.03,1.01,1.05,27.1,0,95.44,2.4,20.24,0
6,12,0.11,0.37,1.11,1.48,25.3,0,96.36,2,20.25,0
3,13,0.11,0.42,0.86,1.28,24.85,0,94.04,2,20.02,0
5,8,0.11,1.02,1.01,2.03,24.4,0,94.59,2.4,20.05,0
6,10,0.12,1.34,1.12,2.46,25.1,0,95.4,1.6,20,0
5,12,0.12,1.11,0.99,2.1,23.6,0,96,2.7,19.77,0.1
7,10,0.12,1.19,0.96,2.16,24.2,0,94.54,2.6,20.14,0.4
5,13,0.12,1.36,0.88,2.25,24.7,0,87.18,2.8,21.84,1.9
10,11,0.13,1.29,1.11,2.4,25.4,0,83.94,3.5,23.13,4.4
10,18,0.13,1.51,1.58,3.09,25.3,0,83.47,3,23.84,6.9
9,16,0.13,1.25,1.41,2.66,24.1,0,80.4,2.9,24.98,10.2
12,15,0.13,1.32,1.86,3.18,25.4,0,85.42,2.7,24.54,7.2
11,22,0.13,1.96,3.4,5.36,21.9,0,90.4,5.5,23.76,5.5
7,16,0.13,1.73,2.22,3.95,21.8,0,87.82,3.3,24.28,6.1
10,11,0.13,1.61,2.62,4.23,20.3,0,91.26,3.5,23.76,3.4
9,13,0.12,2.18,2.54,4.71,18.9,0,92,3.1,23.51,1.9
9,12,0.12,2.05,3.12,5.17,17.5,0,94.07,3.9,22.7,0.8
7,9,0.11,1.67,2.6,4.27,17.5,0,94.93,3.2,22.1,0.3
8,6,0.1,1.4,2.21,3.61,15.3,0,95.31,3.5,21.53,0
6,8,0.1,1.03,1.7,2.73,14.2,0,96.85,2.3,21.27,0
3,7,0.09,1.07,1.17,2.24,13.1,0,95.15,1.8,21.15,0
4,3,0.1,1.33,0.99,2.32,12.65,0,93.78,1.7,21.27,0
3,5,0.09,1.25,0.95,2.2,12.2,0,92.79,1.7,21.34,0
5,5,0.09,1.53,0.99,2.52,13.7,0,93.34,1.6,21.13,0
4,7,0.09,1.31,1,2.31,12.6,0,94.18,1.4,21,0
2,5,0.09,1.45,0.73,2.17,11.5,0,93.29,1.6,21.03,0
2,4,0.08,1.52,1.09,2.6,11.05,0,90.68,1.7,21.14,0
3,3,0.09,1.78,0.97,2.75,11.25,0,91.58,1.5,20.99,0
4,5,0.07,1.65,1.2,2.85,10.475,0,91.81,1.6,21.08,0
7,6,0.07,1.56,0.92,2.48,10.1875,0,94.82,2.5,20.92,0.1
6,9,0.07,1.79,1.27,3.06,9.9,0,95.39,1.7,21.09,0.4
6,7,0.07,1.44,1.38,2.82,9.85,0,95.15,1.8,21.51,0.9
2,8,0.07,1.66,1.15,2.81,9.8,0,91.38,2.3,22.23,2.9
5,3,0.07,1.59,0.97,2.57,10.1,0,85.96,3.4,23.84,6.4
4,8,0.07,1.71,1.22,2.93,12,0,82.43,1.4,25.04,7.7
7,7,0.08,1.36,1.86,3.22,16.8,0,84.83,2.1,25.16,7.9
7,13,0.08,1.65,1.92,3.56,19.5,0,84.46,2.5,25.24,6
9,12,0.07,1.85,3.23,5.08,17.5,0,90.35,4.3,24.13,3.3
7,11,0.07,2.77,3.44,6.21,16.2,0,87.61,4.9,24.66,5.9
7,9,0.07,2.07,2.83,4.9,15.5,0,89.79,2.8,24.11,2.9
5,9,0.07,1.99,2.31,4.3,14,0,91.09,2.1,23.41,1.1
4,4,0.07,1.88,2.52,4.4,11.1,0,93.55,2.3,22.43,0.2
4,1,0.07,1.49,2.04,3.52,12.95,0,95.01,2.5,21.73,0
3,2,0.06,1.5,1.51,3.01,10.75,0,94.17,1.7,21.39,0
5,3,0.07,1.52,1.49,3.01,10.575,0,94.98,2.6,21.28,0
6,6,0.07,1.48,1.6,3.07,10.4,0,96.4,2,21.42,0
1,7,0.06,1.61,1.55,3.16,10.2,0,94.27,1.6,21.37,0
2,5,0.06,1.43,0.91,2.34,12.75,0,89.99,1.3,21.41,0
2,3,0.06,1.53,1.01,2.54,10.55,0,90.96,1.4,21.4,0
3,4,0.06,1.3,1.14,2.44,10.375,0,91.78,1.4,21.18,0
3,4,0.06,1.49,1.61,3.1,10.2,0,94.42,1.5,20.73,0
2,4,0.06,1.06,0.53,1.59,11.375,0,94.56,1.4,20.5,0
2,3,0.06,0.96,0.66,1.62,10.1875,0,94.73,1.4,20.3,0
3,2,0.06,1.36,0.4,1.76,10.6875,0,93.93,1.3,20.37,0.1
5,4,0.06,1.28,0.5,1.78,10.34375,0,93.56,1.4,21,0.4
3,7,0.07,1.12,0.6,1.72,10,0,85.64,1.5,23.03,1.7
5,5,0.09,1.61,1.14,2.75,10.3,0,84.96,3,23.46,3.2
11,9,0.1,1.69,1.74,3.43,17.8,0,87.54,2.6,24.09,5.6
12,15,0.13,1.52,2.09,3.61,26.6,0,88.77,3.1,23.61,3.2
21,14,0.18,1.32,3.07,4.39,44,0,88.41,4.1,24.3,6.8
26,30,0.18,1.18,2.46,3.64,51.7,0,89.19,3.8,24.25,5.2
13,34,0.11,1.08,1.65,2.73,35.5,0,84.76,2.5,25.2,8.3
9,17,0.09,1.49,1.53,3.02,31.6,0,83.25,3.1,25.01,7.1
5,11,0.06,1.27,1.08,2.35,18.1,0,84.61,1.7,24.36,4.1
3,4,0.06,1.45,0.87,2.32,16.1,0,88.3,1.4,23.27,1.5
4,4,0.06,1.22,0.82,2.05,13,0,91.89,1.4,22.3,0.3
8,6,0.07,1.02,2.4,3.42,12.6,0,94.4,3.4,21.69,0
5,7,0.07,0.99,1.54,2.54,12.2,0,95.34,2.3,21.37,0
4,4,0.07,0.99,1.32,2.3,13,0,95.14,2.8,21.29,0
4,4,0.06,1.03,0.96,1.98,13.3,0,95.35,2.4,21.2,0
