PM25,PM10,CO,NO,NO2,NOx,O3,RAINFALL,RH,SO2,TEMP,UVB
10,20,0.29,1.61,9.6,11.2,37.9,0,86.57,3.2,21.71,3.8
5,9,0.09,1.04,0.75,1.8,18.5,0,82.88,1.6,21.5,3.1
0,11,0.12,0.81,1.775,2.59,14.9,0,82.33,1.1,21.62,1.9
0,6,0.11,0.58,2.8,3.38,18.1,0.4,91.84,2.1,20.57,1.1
5,5,0.12,1.28,2.37,3.65,25.9,0.4,93.29,2.2,20.09,1
8,4,0.15,1.13,3.36,4.49,28.3,0,89.06,2.4,20.61,0.4
9,10,0.18,1.15,7.39,8.54,24.6,0,93.11,3.2,19.63,0
2,9,0.11,1.15,3.13,4.27,20.9,0,94.14,2.5,19.1,0
4,2,0.1,0.89,2.21,3.09,20.4,0,94.8,2.2,18.93,0
4,5,0.1,0.75,1.7,2.45,19.75,0,89.93,2.2,19.63,0
3,4,0.1,1.13,2.64,3.78,19.175,0,91.1,2.4,19.27,0
4,3,0.09,1.15,1.58,2.73,18.6,0,90.37,2.4,19.47,0
6,6,0.11,1.13,1.56,2.69,17.15,0,89.59,1.7,19.96,0
5,7,0.11,1.04,2.8,3.84,15.7,0,92.31,2.3,19.49,0
0,6,0.09,1.08,2.31,3.39,17.3,0,91.22,2.1,19.44,0
2,2,0.09,1.11,4.14,5.25,15.7,0,88.06,3.1,19.7,0
7,5,0.1,1.25,4.2,5.45,15.4,0,93.11,2.4,19.32,0
7,10,0.1,1.26,3.95,5.21,20.6,0,94.16,2.3,19.54,0
6,9,0.1,1.67,4.36,6.03,17.9,0,94.71,2.1,19.6,0.1
4,8,0.11,1.63,5.84,7.47,16.4,3.2,97.44,1.8,18.97,0.1
4,5,0.11,1.55,4.62,6.17,14.9,0,97.99,1.7,19.05,0.2
5,5,0.13,1.83,5.44,7.27,15.5,0.2,98.16,1.8,19.18,0.4
7,4,0.12,2.05,5.17,7.22,19.2,0,98.21,2,19.22,0.9
6,8,0.11,1.88,6.08,7.97,18.6,0.6,98,2.4,19.26,1.1
6,6,0.09,1.55,3.05,4.6,20.6,0.2,97.57,1.3,19.97,3.4
3,7,0.1,1.35,2.67,4.02,25.2,0,92.96,1.5,20.94,3.4
3,7,0.1,1.27,3.81,5.07,26.5,0,90.6,1.8,20.93,2.4
3,6,0.11,1.77,4.03,5.8,26.1,0,88.5,1.8,21.27,2.2
3,9,0.13,2.17,5.93,8.1,23.9,0,87.28,2.6,21.55,1.4
5,9,0.13,1.89,7.17,9.06,20.2,0,89.27,2.5,20.65,0.3
8,8,0.12,1.36,4.72,6.08,24.8,0,90.63,1.6,20.27,0.1
7,11,0.14,1.18,5.84,7.01,22.9,0,90.99,2.4,19.94,0
6,9,0.12,1.14,4.58,5.72,21,0,89.99,1.8,20.13,0
7,8,0.12,1.18,4.18,5.36,21.3,0,91.9,1.8,19.87,0
4,6,0.11,1.01,4.99,6.01,19,0,92.86,2,19.49,0
6,5,0.11,1.36,5.74,7.1,15.1,0,94.15,2.2,19.47,0
4,8,0.09,1.45,3.24,4.69,17.1,0,92.19,2,19.89,0
1,6,0.09,1.45,3.98,5.43,17.1,0,90.26,2.8,19.9,0
1,4,0.09,1.1,3.91,5.02,17.1,0,87.98,2.8,19.86,0
2,3,0.09,0.81,4.1,4.91,16.4,0,84.95,2.9,20.18,0
1,6,0.08,0.62,3.64,4.26,16.7,0,81.19,3.1,20.61,0
3,4,0.08,0.97,3.955,4.61,15.8,0,81.03,3.2,20.6,0.1
4,6,0.09,0.97,4.27,5.24,16.2,0,79.76,3.2,20.8,0.5
3,7,0.1,1.67,4.42,6.09,16.9,0,77.46,2.6,21.5,1.7
7,8,0.15,3.74,6.27,10.01,18.6,0,73.23,2.8,23.74,4.5
11,16,0.19,3.31,7.56,10.87,26.9,0,73.86,2.9,24.93,7.5
18,16,0.31,2.13,5.65,7.78,54.3,0,76.04,4.2,24.7,7.3
6,18,0.095,1.325,5.34,6.665,47.1,0,77,3.25,25.22,8.6
3,18,0.0475,0.52,5.03,5.55,57.9,0,77.01,2.3,24.83,6.1
0,19,0,0.97,5.64,6.61,59.7,0,81.22,2.8,24.37,4.3
10,18,0.17,0.83,6.14,6.96,61.5,0,81.02,2.7,24.28,2.4
16,31,0.17,0.66,7.68,8.34,53.8,0,87.92,2.2,23.66,1.6
18,34,0.16,0.98,7.48,8.46,52.6,0,91.97,2.6,22.84,0.8
22,31,0.18,0.89,9.66,10.54,47.9,0,92.25,2.1,22.54,0.3
14,18,0.16,0.6,7.68,8.29,43.1,0,92.47,1.9,21.93,0.1
8,9,0.17,0.84,7.91,8.75,29,0,93.12,2.2,21.05,0
6,6,0.16,0.84,8.47,9.32,32.5,0,90.78,2.2,20.86,0
5,4,0.14,0.67,7.83,8.5,27.2,0,89.45,2.8,20.79,0
5,5,0.14,0.57,5.63,6.2,21.9,0,86.43,1.7,21,0
4,6,0.11,0.48,4.34,4.82,22.3,0,89.65,1.6,20.46,0
4,4,0.12,0.43,4.16,4.58,22.1,0,90.06,1.5,20.37,0
4,4,0.1,0.5,2.27,2.78,20.95,0,88.57,1.3,20.22,0
9,12,0.17,0.39,4.3,4.69,19.8,0,93.5,1.8,19.55,0
10,13,0.18,0.71,5.16,5.88,14.4,0,95.41,1.7,19.01,0
9,13,0.17,0.9,5.31,6.22,15.2,0,96.29,1.8,19.1,0
6,8,0.12,0.45,3.5,3.95,22,0,94.12,1.6,19.29,0.1
9,16,0.13,1.06,3.29,4.34,24.7,0,92.41,2.2,20.41,0.6
10,19,0.13,1.12,2.85,3.97,27.4,0,84.37,3.4,22.93,2.2
8,12,0.12,1.09,2.23,3.32,30.6,0,81.23,2,23.78,4.2
14,16,0.22,1.46,7.41,8.88,38.2,0,84.5,3.9,23.36,4.3
15,18,0.21,1.41,8.65,10.06,45.3,0,83.99,3.9,23.87,5.4
15,23,0.17,1.34,7.58,8.91,46.4,0,85.06,3.3,24.18,4.9
16,23,0.18,1.45,6.53,7.98,53.9,0,87.17,3.2,24.27,5.5
22,30,0.19,0.89,6.54,7.43,65.6,0,87.91,2.7,24.21,4.6
15,19,0.16,0.69,6.58,7.27,47.5,0,92.62,3,22.92,0.7
9,13,0.12,0.78,3.91,4.69,34.3,8.6,96.77,1.4,21.34,0.4
10,17,0.12,1.2,2.61,3.81,35.5,0.8,97.95,1.3,21.68,1.3
7,7,0.11,0.6,2.04,2.64,32.4,0,97.62,1.1,21.09,0.4
12,19,0.18,1.02,7.75,8.78,35.5,0,95.93,2.4,21.11,0.1
13,18,0.19,1,8.45,9.46,31.8,0,95.84,2,20.65,0
11,14,0.17,0.98,7.9,8.87,28.1,0,92.27,2.4,20.98,0
5,10,0.13,0.61,5.25,5.86,26.7,0,85.51,2.1,21.72,0
5,5,0.13,0.75,3.74,4.48,29,0,83.43,1.8,21.25,0
8,11,0.15,0.68,4.32,5,28.9,0,83.97,1.9,21.35,0
9,11,0.15,0.98,5.32,6.3,25.8,0,87.1,2.3,20.85,0
8,11,0.14,0.94,4.45,5.39,26.1,0,88,3.2,20.75,0
10,13,0.14,1.02,4.81,5.83,26.5,0,87.73,3.9,20.86,0
12,19,0.15,0.55,5.9,6.45,25.2,0,94.01,5.1,19.93,0
12,18,0.15,0.78,5.02,5.8,23.4,0,96.64,3.7,19.61,0
8,10,0.14,0.8,5.1,5.505,23.7,0,90.89,3.3,20.19,0.1
10,17,0.14,1.12,4.09,5.21,27.45,0,88.75,3,21.25,0.6
11,21,0.14,1.03,3.23,4.26,31.2,0,85.48,2.7,23.02,2.3
15,27,0.16,1.14,4.18,5.32,30.7,0,86.97,7.4,23.57,4.2
16,14,0.21,1.37,6.23,7.59,37.7,0,87.87,7.3,23.72,4.9
18,21,0.25,1.7,8.37,10.07,52.3,0,87.92,5.9,23.79,6
13,19,0.17,1.3,6.6,7.9,43.8,0,88.31,4.3,23.68,8.1
13,19,0.16,1.44,5.87,7.31,39,0,88.05,4.1,24.03,8.3
16,20,0.15,1.47,5.44,6.91,48.1,0,89.13,3.1,23.87,6
14,18,0.16,1.08,5.27,6.35,43.9,0,91.92,2.6,23.1,3.5
18,29,0.17,1.49,5.02,6.51,46.7,0,94.11,2,22.67,1.5
17,27,0.15,1.2,5,6.2,41.6,0,94.73,2.3,22.39,0.4
13,18,0.15,1.39,5.61,6.99,28.1,0,95.82,2,22.13,0.2
15,20,0.16,1.64,5.98,7.61,26.6,0,96.75,1.7,21.65,0.1
20,26,0.19,0.85,6.01,6.86,36.8,0,97.19,2.5,21.31,0
23,30,0.2,0.55,6.27,6.82,37.5,0,97.06,2.2,21.05,0
24,25,0.19,0.36,5.3,5.66,48.9,0,97.12,2.3,20.96,0
22,26,0.19,0.75,4.81,5.56,45.4,0,96.96,2.1,21.07,0
20,25,0.21,0.73,5.65,6.38,34.5,0,96.3,2.1,21.02,0
17,22,0.16,0.67,5.16,5.83,37.8,0,90.75,2.3,21.64,0
16,19,0.17,0.65,5.71,6.36,33.9,0,89.25,2.9,21.75,0
14,17,0.15,0.77,4.74,5.51,32.1,0,89.6,2.1,21.7,0
14,21,0.16,1.66,4.83,6.49,28.05,0,88.87,3.7,21.54,0
11,14,0.14,0.98,3.38,4.36,24,0,84.8,2.6,21.78,0
11,15,0.12,1.44,4.26,5.7,17.7,0,87.18,3.8,21.54,0.1
7,10,0.1,1.86,2.69,4.55,18.7,0,85.38,2.2,21.81,0.5
10,21,0.12,2.02,2.6,4.62,20.1,0,82.04,2.2,23.8,2.4
14,24,0.15,2,3.51,5.51,27.2,0,82.18,3.9,24.83,5
9,1,0.12,1.15,2.32,3.47,28.9,0,77.38,1.7,25.38,8.4
22,26,0.24,1.21,6.17,7.38,57.9,0,81.69,3.5,25.1,6.2
27,32,0.28,1.4,7.49,8.9,71.3,0,82.03,3.8,25.53,7.7
17,22,0.19,1.65,6.07,7.72,47.5,0,86.73,4.6,25.01,7.3
16,17,0.15,1.49,3.69,5.18,45,0,89.86,2.4,24.15,6.1
11,13,0.16,2.08,3.3,5.38,33.2,0,89.78,2,24.07,4.7
7,17,0.14,2.01,3.9,5.91,25,0,90.02,1.6,23.69,2.1
12,20,0.15,1.79,3.97,5.76,34.7,0,92.06,2.1,23.21,0.8
16,21,0.15,1.45,4.62,6.06,38.4,0,94.05,2.7,22.67,0.2
15,19,0.15,1.32,6.36,7.68,28.4,0,95.79,2.5,22.15,0.1
17,22,0.2,1.56,8.22,9.79,30.7,0,96.87,2,21.98,0
21,23,0.2,1.01,7.98,8.99,33,0,97.18,2.1,21.31,0
25,21,0.19,1.31,5.33,6.64,51.7,0,94.72,2,20.96,0
24,24,0.17,1.14,3.43,4.57,57.6,0,90.88,1.5,21.15,0
22,25,0.17,1.5,3.12,4.62,50.1,0,90.37,1.6,20.91,0
25,29,0.24,1.22,5.63,6.85,35.85,0,95.47,2.4,20.51,0
9,10,0.16,1.5,9.16,10.66,24.975,0,93.04,5.1,20.35,0
10,12,0.21,4.46,20.62,25.08,14.1,0,91.32,2.9,20.48,0
15,21,0.16,2.24,7.53,9.77,19.2,0,90.94,3.15,20.62,0
16,22,0.12,2.64,6.91,9.56,24.3,0,90.86,3.4,20.94,0
12,15,0.11,2.435,4.495,6.935,22.85,0,91.01,3.1,20.73,0.1
9,15,0.09,2.23,2.08,4.31,21.4,0,91.05,1.4,21.38,0.6
6,12,0.09,2.7,2.33,5.02,15.8,0,87.19,1.4,22.69,2.1
6,12,0.09,3.06,2.79,5.85,17,0,83.64,1.6,23.82,4.7
8,7,0.12,3.75,5.3,9.05,20.3,0,80.5,3.2,24.96,7.5
12,11,0.14,4.13,6.3,10.42,27.8,0,78.22,3.7,25.94,9.9
15,17,0.14,2.97,5.4,8.37,41.1,0,82.41,5.2,25.88,10.9
14,16,0.13,2.64,4.17,6.81,48.3,0,82.63,3.9,25.78,9.9
14,19,0.13,2.6,4.05,6.65,50.8,0,81.42,2.9,26.09,9.7
25,12,0.12,2.31,3.19,5.5,51.9,0,78.09,2.6,26.13,7.4
18,27,0.14,2.54,4.02,6.56,56,0,82.82,3.2,25.32,4.2
15,17,0.13,2.77,5.5,8.27,50.2,0,82.23,3.7,24.57,1.9
14,18,0.15,2.67,5.59,8.26,45.7,0,83.42,2.6,23.85,0.5
14,9,0.14,1.92,4.05,5.96,60.9,0,82.05,2,22.95,0.1
30,39,0.16,2.25,4.44,6.69,34.2,0,88.45,2.7,22.63,0
12,10,0.13,2.21,5.46,7.67,28.45,0,83.88,3.3,22.23,0
3,6,0.08,2.2,2.53,4.73,22.7,0,82.49,1.6,21.98,0
2,1,0.07,2.12,2.64,4.76,20.2,0,81.12,1.4,21.99,0
3,2,0.06,2.22,1.6,3.82,25.35,0,77.5,1,22.44,0
5,7,0.07,2.29,1.88,4.18,19.6,0,81.83,1.2,21.74,0
7,9,0.08,2.36,3.87,6.24,20.925,0,88.02,2.2,20.97,0
14,16,0.11,2.03,6.77,8.79,18.7125,0,91.43,2.9,20.73,0
8,12,0.08,1.56,3.44,5,16.5,0,92.59,1.7,20.5,0
7,8,0.1,1.63,4.28,5.91,16.4,0,90.81,3.6,20.6,0
7,7,0.08,1.25,2.69,3.94,17.35,0,85.51,2.7,21.22,0.1
6,9,0.08,1.45,2,3.45,18.3,0,83.43,2.5,21.83,0.6
7,18,0.09,1.62,1.85,3.47,17.65,0,80.47,2,23.43,2.1
2,2,0.08,1.7,1.34,3.04,17,0,72.87,1.4,25.4,4.5
4,6,0.07,1.64,0.66,2.3,13.9,0,62.08,1.3,26.54,7.5
6,10,0.1,1.61,1.69,3.3,24.3,0,62.6,1.7,27.37,9.8
16,28,0.14,1.6,3.83,5.42,47.8,0,71.1,3.2,27.62,10.5
15,18,0.13,1.61,3.41,5.02,50.8,0,74.72,3.1,27.22,9
15,18,0.14,1.48,2.85,4.32,51.8,0,76.38,2.8,26.91,6.9
18,19,0.14,1.51,3.36,4.87,55.2,0,80.87,3.1,26.71,6.3
20,18,0.14,1.28,2.71,3.99,46.1,0,77.27,2.3,26.47,3.7
14,11,0.15,1.25,1.62,2.87,39.2,0,72.29,1.6,25.49,1.5
16,15,0.16,1.5,1.66,3.16,41.8,0,72.76,1.7,24.25,0.4
25,26,0.26,1.38,2.9,4.28,46.5,0,72.68,3.2,23.82,0.1
83,95,0.56,1.63,10.09,11.72,44.5,0,77.37,3.55,22.71,0
31,40,0.26,1.47,4.48,5.96,40.3,0,81.98,3.9,21.72,0
26,34,0.3,1.47,8.99,10.46,36.4,0,92.98,4.5,21.17,0
11,11,0.2,1.24,4.46,5.7,32.5,0,89.31,2.5,20.46,0
17,19,0.18,1.29,2.52,3.81,34.8,0,84.31,2.8,20.91,0
12,13,0.14,1.25,1.59,2.85,31.8,0,83.35,1.3,20.67,0
12,15,0.14,1.23,1.41,2.64,31.3,0,86.21,1.3,20.17,0
16,20,0.15,1.58,2.12,3.71,30.1,0,89.18,1.9,19.8,0
33,44,0.23,1.76,11.19,12.95,24.9,0,96.09,3.4,20.08,0
28,36,0.18,0.79,7.83,8.62,19.7,0,96.73,2.2,20.14,0
33,41,0.17,1.21,5.16,6.81,28.4,0,97.09,2,20.52,0.1
30,36,0.17,1.51,3.49,5,33.8,0,94.86,1.7,21.22,0.5
23,33,0.18,0.9,2.17,3.07,45.5,0,82.02,1.9,23.86,1.9
27,43,0.18,1.41,3.06,4.46,40.8,0,83.18,2.5,24.82,4
28,23,0.19,1.36,3.49,4.86,45.7,0,80.25,3.3,26.08,6.6
22,20,0.18,1.11,2.4,3.52,47.7,0,75.09,2.6,26.21,8.7
22,23,0.18,0.8,2.42,3.22,47.8,0,71.89,2.4,26.9,10.6
26,29,0.18,1.24,2.26,3.51,50.4,0,72.84,2.3,26.96,10.8
27,29,0.19,1.25,2.04,3.28,51.2,0,74.81,2.1,26.14,9.3
25,26,0.18,0.94,2.19,3.13,50.6,0,74.64,2.1,25.86,6.7
105,123,0.64,1.58,8.87,10.45,64.6,0,78.46,15.2,24.94,2.5
156,185,1.1,1.42,13.09,14.51,68.8,0,83.9,59,23.82,1.1
192,230,1.15,1.66,14.74,16.4,67,0,89.68,57.7,22.24,0.3
182,220,0.71,1.31,16.82,18.13,56.6,0,94.02,4.75,21.58,0
107,132,0.515,1,13.11,14.11,44.6,0,93.35,33.2,21.24,0
42,62,0.32,0.99,7.21,8.19,39.6,0,93.43,6.075,21.19,0
58,68,0.38,1.35,9.45,10.8,33.9,0,94.9,6.7375,20.81,0
16,23,0.18,1.23,6.44,7.67,26.3,0,93.7,7.4,20.17,0
3,8,0.14,0.83,2.79,3.62,26.15,0,89.21,3.4,20.14,0
6,12,0.13,0.99,2.37,3.37,26,0,91.07,2.4,19.77,0
10,14,0.13,0.89,2.41,3.29,28.5,0,90.32,1.7,20.11,0
13,17,0.13,0.91,2.23,3.14,28.8,0,86.58,1.9,20.6,0
16,23,0.13,0.72,2.12,2.84,28.3,0,86.21,2.2,20.96,0
19,25,0.13,0.26,2.26,2.52,27.85,0,87.15,2.4,20.95,0
26,34,0.14,0.47,2.79,3.26,27.4,0,91.55,5.4,20.88,0.1
30,36,0.14,0.4,3.19,3.59,26.9,0,91.43,5.4,21.38,0.5
26,30,0.14,0.3,3.9,4.21,26.8,2.8,91.38,8.5,21.24,0.8
31,38,0.14,0.82,4.18,4.99,25.8,1,93.62,4.3,21.4,3.3
29,26,0.13,0.97,4.12,5.08,24.9,0,93.27,8.3,22.17,5.1
21,22,0.125,1.11,4.24,5.35,23.35,0,90.175,6.25,22.215,2.7
22,20,0.125,1.025,4.795,5.825,23.05,1.4,91.27,7.8,22.225,4.1
19,17,0.12,1.36,4.905,6.26,22.1,0,89.5475,7.7,22.6325,3.8
16,14,0.1175,1.3875,5.2425,6.6325,21.175,0.7,89.23375,7.45,22.84125,4.35
17,15,0.11375,1.56875,5.46625,7.03625,20.2375,0.35,88.92,7.275,23.05,4.9
18,16,0.11,1.75,5.69,7.44,19.3,0,90.34,7.1,22.56,2.4
17,12,0.1,1.22,6.54,7.76,17.1,0,92.3,8,21.81,1
19,15,0.1,0.94,5.42,6.36,17.1,0,94.07,5.1,21.31,0.3
11,10,0.1,0.87,2.27,3.13,17.9,0,93.16,2.4,20.7,0.1
14,13,0.1,-0.09,2.09,2,17.4,0,95.04,3.1,20.53,0
10,12,0.1,0.12,1.87,1.99,18.5,0,94.31,2.3,20.59,0
9,10,0.09,0.4,1.63,2.03,17.55,0,89.89,1.7,20.73,0
9,7,0.09,0.04,1.53,1.57,17.7,0,92.94,1.5,20.46,0
7,6,0.09,-0.13,1.45,1.32,17.775,0,92.75,1.5,20.47,0
5,4,0.08,0.11,1.58,1.69,17.8875,0,91.43,1.7,20.64,0
3,2,0.08,0.25,1.32,1.56,18,0,93.65,1.6,20.25,0
3,2,0.07,0.34,1.13,1.47,17.9,0,91.91,1.6,20.32,0
4,3,0.08,0.73,1.05,1.78,17.5,0,91.83,2.2,20.39,0
4,4,0.07,0.51,1.04,1.55,16.7,0,92.88,2.8,20.37,0
7,6,0.07,0.85,1.13,1.98,16.8,0,93.62,5.2,20.38,0.1
8,8,0.07,0.81,1.57,2.38,16,0,94,5.1,20.55,0.5
9,10,0.07,1.08,2.65,3.73,15.2,0,94.63,5.9,20.6,0.9
6,7,0.07,1,1.59,2.59,15.3,0,95.01,3.4,20.8,1.7
6,8,0.07,1.36,2.62,3.98,13.2,0,95.06,3.7,20.96,2.6
6,7,0.08,1.33,2.42,3.76,12.5,0,94.91,3.3,20.83,2.5
4,4,0.06,1.13,1.58,2.71,11.2,0,88.64,2.7,21.78,5.9
1,2,0.06,1.33,1.03,2.36,11.1,0,86.05,2.5,22.15,5.9
2,14,0.06,0.99,1.18,2.18,10.4,0,84.99,1.5,22.33,6.7
2,5,0.06,1.05,1.43,2.49,10.2,0,85.23,2,22.36,4.9
0,8,0.05,0.97,1.25,2.22,10.4,0,85.4,1.8,21.74,2.9
4,10,0.06,0.9,1.74,2.64,11,0,83.37,3.3,21.97,1.5
8,9,0.06,1.82,3.65,5.47,8.7,0,94.07,5.8,20.66,0.3
3,3,0.06,0.79,2.37,3.16,12.8,0,94.81,2.7,20.42,0.1
3,6,0.06,1.21,1.3,2.51,12.45,0,95.13,1.5,20.57,0
5,3,0.06,0.85,1.24,2.09,11.05,0,95.27,1.7,20.79,0
4,4,0.06,0.78,1.79,2.57,10.35,0,96.55,2.4,20.8,0
3,3,0.06,0.7,3.67,4.37,9.9,0.4,97.84,4.5,20.75,0
1,2,0.06,0.95,1.83,2.78,10.3,2.6,98.08,2.1,20.07,0
1,1,0.05,0.82,1.07,1.89,11.2,4.2,98.17,1.9,19.89,0
2,4,0.05,0.65,0.84,1.49,10.325,5,98.19,1.6,19.85,0
1,3,0.05,0.58,0.73,1.31,9.75,2,98.09,1.5,19.71,0
1,7,0.05,1.56,0.94,2.5,10.4,0.2,97.95,1.4,19.84,0
3,2,0.07,1.28,0.73,2.01,9.675,0,97.62,2.7,19.76,0
3,4,0.06,1.33,1.45,2.77,9.6375,0,97.74,3.2,19.74,0.1
5,10,0.07,1.72,1.68,3.4,9.6,0,98.07,4.3,20.27,0.3
3,2,0.07,1.8,0.68,2.48,11.3,0,98.33,2.9,20.54,0.7
4,2,0.07,1.74,1.31,3.05,11.9,0,98.5,3.1,20.65,1.3
5,6,0.08,1.42,0.88,2.31,14.3,1.2,98.83,2,20.99,2.5
4,3,0.08,1.07,0.89,1.96,17.2,5.4,99.05,1.5,21.22,2.9
2,4,0.08,1.42,0.71,2.13,17,3.2,99.06,1.5,21.24,3
3,3,0.09,1.28,0.82,2.09,18.1,3.6,99.09,1.4,21.14,3.2
3,9,0.09,0.96,0.75,1.7,20.9,0.8,99.12,1.2,21.23,2.9
3,5,0.1,0.9,0.87,1.77,21.8,0.8,99.15,1.3,21.16,1.3
2,1,0.1,0.9,0.85,1.75,21.8,0.2,99.16,1.2,21.03,0.7
1,2,0.09,1.03,0.79,1.83,20.5,1,99.21,1.2,20.935,0.3
3,4,0.09,1.19,0.86,2.04,19.4,1.2,99.23,1.2,20.84,0.1
2,4,0.09,1.08,0.93,2.01,19.05,0.2,99.29,1.1,20.98,0
2,1,0.08,0.96,0.72,1.67,18.325,0,99.4,1.2,20.96,0
3,1,0.08,0.96,0.53,1.5,17.6,0,99.46,1.2,20.9,0
2,1,0.08,1.09,0.75,1.83,16.4,0.2,99.48,1.2,20.79,0
2,2,0.07,1.35,0.54,1.88,15.1,0.2,99.48,1.1,20.76,0
1,1,0.07,1.02,0.43,1.45,14.25,1.6,99.5,1.1,20.56,0
1,1,0.07,1.09,1.53,2.62,13.4,0.2,99.46,1.2,20.2,0
3,10,0.07,1.6,3.3,4.9,11.9,0,99.51,2.8,20.18,0
3,2,0.07,1.37,0.98,2.36,13.4,0.8,99.51,1.1,20.27,0
1,8,0.07,2.03,1.23,3.26,12.6,4,99.47,1,20.19,0
3,8,0.07,1.22,0.96,2.18,13.2,3.2,99.41,1,20.34,0
3,8,0.07,1.5,1.28,2.78,15.2,0.8,99.31,1,20.21,0.1
4,11,0.07,1.43,1.1,2.53,15.5,0.8,99.24,1,20.45,0.2
3,1,0.08,1.33,1.21,2.54,15.85,1.6,98.88,1.1,20.38,0.7
5,6,0.07,1.35,1.43,2.77,16.2,1.4,98.6,1.1,20.7,1.5
2,2,0.07,1.75,1.22,2.98,16.7,0.8,98.49,1,20.7,2.1
3,3,0.07,1.84,0.92,2.75,17.6,0.2,98.3,1.1,20.57,3.6
3,8,0.08,1.5,1.06,2.56,17.8,0.8,97.28,1.1,20.92,4.9
3,5,0.08,1.63,1.23,2.87,17.3,0.4,95.6,1.1,21.47,6
2,7,0.08,2.25,0.93,3.18,16.1,0,92.5,1.1,21.94,6.5
4,10,0.08,1.93,1.43,3.37,16.2,0.8,93.41,1.1,21.35,3
3,6,0.08,1.68,1.3,2.98,15.7,0,95.47,1,21.07,2.2
3,9,0.08,1.95,1.06,3.01,15.6,0,95.36,1.1,20.96,0.9
4,5,0.08,1.89,1.33,3.22,16.8,1.2,95.38,1.1,20.85,0.2
4,5,0.08,1.89,1.15,3.04,17.6,0.2,97.21,1.1,20.51,0
3,8,0.07,1.6,1.15,2.75,17.5,0.8,97.47,1,20.59,0
4,4,0.07,1.54,1.22,2.75,17.6,0,97.45,1.1,20.51,0
4,6,0.07,1.45,1.15,2.6,17.3,2.6,97.27,1,20.61,0
3,4,0.07,1.3,1.17,2.46,17,4.8,97.65,1,20.53,0
3,5,0.07,1.39,1.16,2.55,17.65,2.4,98.1,1.1,20.75,0
2,3,0.07,1.45,1.07,2.52,17.825,4.2,98.35,1.3,20.79,0
2,4,0.07,1.23,1.4,2.63,18,12.4,98.62,1,20.93,0
3,4,0.07,1.6,1.36,2.96,18,1.2,98.82,1,20.77,0
1,6,0.07,1.45,1.17,2.62,18,1,98.91,1,20.61,0
2,3,0.06,0.85,1.21,2.06,17.7,0.2,98.96,1,20.33,0
4,2,0.06,0.66,1.57,2.23,16.7,0.2,99.05,1.1,20.2,0
4,4,0.06,0.99,1.24,2.23,17.8,0,99.16,1,20.35,0.2
3,4,0.06,0.43,1.23,1.66,18.6,0,99.2,0.9,20.42,0.4
3,1,0.06,0.46,1.39,1.84,19.4,0,99.26,1,20.57,0.7
3,3,0.06,0.83,1.78,2.61,20.2,2.2,99.3,1.1,20.74,0.9
3,3,0.07,1.06,1.2,2.26,23.1,0.2,99.36,1,20.77,1.4
5,6,0.07,0.95,1.14,2.09,27,0.2,99.44,1.1,20.93,1.7
7,9,0.08,0.92,1.32,2.24,30.9,0,99.5,1.2,20.99,1.9
16,22,0.09,0.67,1.42,2.09,36.4,0,99.52,1.4,21.26,3.2
12,19,0.09,0.74,1.29,2.02,36.6,0,99.38,1.3,21.42,2.7
14,20,0.09,0.8,1.55,2.35,39.3,0,99.16,1.3,21.46,2
13,18,0.09,0.94,1.36,2.3,36.7,0,98.8,1.4,21.18,1.2
7,9,0.07,0.72,0.75,1.47,25.6,0,98.33,1.1,20.53,0.4
4,8,0.07,0.89,0.8,1.69,20.3,0,97.78,0.9,19.85,0.1
3,12,0.07,0.87,0.91,1.79,15,0,95.71,0.9,19.05,0
0,6,0.07,0.88,0.64,1.51,19.3,0,88.84,0.9,18.85,0
1,6,0.06,0.75,0.58,1.33,18.8,0,84.06,0.9,18.78,0
3,5,0.07,0.31,1.84,2.15,18.3,0,77.21,1.2,20.05,0
8,16,0.09,0.54,4.1,4.64,26.6,0,75.25,2.1,21.46,0
20,30,0.18,0.37,7.15,7.52,30.7,0,86.26,2.3,21.12,0
22,32,0.19,0.48,8.54,9.02,25.4,0,92.21,2,20.42,0
25,33,0.18,0.6,7.17,7.78,23.4,0,93.95,2.2,20.5,0
28,42,0.18,0.89,7.35,8.24,18.05,0,95.79,1.7,20.35,0
10,11,0.13,1.29,7.02,8.32,12.7,0,94.09,2.3,19.7,0
6,6,0.12,0.98,6.155,5.95,12,0,92.26,2.7,19.52,0.1
8,16,0.15,3.11,5.29,8.4,16.45,0,90.25,3.2,20.41,0.6
12,17,0.14,2.61,4.05,6.66,20.9,0,85.18,3.5,22.15,2.2
14,19,0.18,2.48,5.3,7.78,29.8,0,80.55,3.7,23.59,4.7
17,23,0.25,2.34,6.25,8.59,42.3,0,75.15,3.4,25,7.8
23,30,0.32,1.81,8.97,10.79,67.4,0,74.85,4.8,25.83,10.2
25,33,0.28,1.11,9.03,10.14,86.9,0,72.26,5.2,26.65,10.8
26,37,0.25,1.38,7.16,8.54,77.25,0,76.4,4.8,26.51,9.6
22,36,0.21,1.315,5.335,6.65,67.6,0,81,3.75,25.98,8.4
19,36,0.18,1.25,3.51,4.76,65.2,0,78.62,2.7,26.13,6.7
24,32,0.21,1.25,4.6,5.85,58.95,0,85.27,3.1,25.15,3.95
